fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
4.53;0.335;0.295;4.18;0.148;9.6;20.8;0.9991;3.29;0.6;9.95;5
7.4;0.627;0.578;4.17;0.047;14.9;36.7;0.99709;3.38;0.64;11.08;5
7.53;0.929;0.154;3.68;0.039;36.9;12.5;0.99306;3.01;1.09;10.48;5
7.5;0.315;0.261;2.51;0.095;20.6;27.1;0.99973;3.31;0.97;9.13;6
7.06;0.752;0.21;1.68;0.123;1;6;0.995;3.58;0.48;11.83;6
6.47;0.535;0.001;1.72;0.167;29.3;54.2;1.00049;3.35;0.83;10.84;6
8.3;0.719;0.239;4.06;0.145;16.8;61.0;0.99653;3.65;0.22;12.2;6
11.15;0.284;0.629;4.31;0.071;12.9;46.4;0.99927;3.3;0.26;10.49;5
10.3;0.678;0.547;2.11;0.01;1;53.2;0.99783;3.0;0.82;11.17;5
8.3;0.526;0.123;0.9;0.088;2.5;74.1;0.99937;3.51;0.63;10.07;6
7.33;0.532;0.328;3.67;0.167;18.7;72.5;0.99862;3.37;0.63;10.24;6
8.05;0.357;0.283;0.9;0.112;6.3;22.8;0.99337;3.39;0.8;10.56;5
8.73;0.631;0.104;3.25;0.101;25.6;61.6;0.994;3.41;0.79;11.88;6
9.92;0.379;0.477;1.44;0.148;12.6;29.0;0.99853;3.41;0.46;10.02;5
7.29;0.688;0.589;1.38;0.101;1;6;0.99778;3.03;0.71;11.27;6
7.58;0.544;0;1.31;0.098;18.4;43.2;0.99436;3.43;0.49;9.2;6
9.87;0.551;0.213;3.77;0.174;18.2;23.2;1.00027;3.41;0.59;10.31;6
10.16;0.637;0.393;3.15;0.01;9.9;83.2;0.9973;3.35;0.58;10.83;5
5.71;0.643;0.434;0.9;0.118;31.4;73.3;0.99391;3.37;0.81;10.38;4
8.73;0.53;0.249;2.27;0.091;13.5;22.1;0.99957;3.38;0.45;11.02;7
8.88;0.784;0.462;1.22;0.076;19.9;6;0.99431;3.16;0.8;10.35;6
8.89;0.322;0.231;3.68;0.119;26.9;75.7;0.99896;3.19;0.62;8.61;5
7.91;0.594;0.13;2.24;0.077;13.7;53.0;0.9963;3.32;0.65;10.37;5
8.36;0.693;0.172;3.66;0.03;14.6;11.4;0.99807;3.32;0.75;10.33;5
9.56;0.436;0.116;3.61;0.013;13.7;53.3;0.99611;3.1;0.77;10.66;5
9.69;0.346;0.024;0.9;0.152;17.4;6;0.99331;3.4;0.61;11.2;5
8.86;0.656;0.402;2.91;0.066;3.8;32.6;0.99936;3.32;0.64;12.53;5
10.26;0.46;0.478;1.83;0.029;28.2;34.7;0.99658;3.3;0.76;11.93;6
9.4;0.496;0.382;0.9;0.057;14.6;13.1;0.99747;3.41;0.42;11.24;5
7.99;0.309;0.307;3.72;0.09;11.6;89.3;0.99418;3.2;1.12;9.65;6
9.36;0.544;0;3.92;0.1;17.9;95.4;0.99516;3.51;0.54;13.02;7
9.04;0.538;0.13;3.55;0.08;24.4;6;0.9951;2.97;0.65;10.66;5
5.53;0.328;0.193;4.28;0.207;2.1;123.3;0.9932;3.37;0.9;11.04;4
8.09;0.47;0.355;1.71;0.115;12.3;49.4;0.99493;3.37;0.54;9.75;5
10.83;0.544;0.373;3.04;0.1;5.5;22.9;0.9961;3.04;0.43;10.02;5
6.27;0.386;0.313;3.47;0.053;21.1;56.8;1.00059;3.46;0.44;12.72;6
7.26;0.224;0.26;1.89;0.128;3.9;55.7;0.99469;3.42;0.89;8.72;4
9.6;0.833;0.316;2.53;0.151;27.2;59.6;0.99734;3.02;0.44;10.46;6
10.01;0.486;0.128;1.72;0.215;28.1;82.6;0.99657;3.32;0.57;9.91;5
8.56;0.434;0.423;2.97;0.109;18.2;6;0.99617;3.27;0.86;10.58;6
10.05;0.653;0.055;2.6;0.039;23.9;92.8;0.99912;3.23;0.59;10.4;5
7.4;0.688;0.64;4.34;0.056;1;35.6;0.99891;3.1;0.81;11.14;6
6.17;0.417;0.459;1.35;0.118;16.7;36.7;0.99637;3.24;0.86;11.77;4
9.42;0.558;0.5;2.44;0.101;25.8;57.1;0.99616;3.33;0.63;11.09;5
9.9;0.524;0.183;2.99;0.116;23.7;27.9;0.99763;3.14;0.75;11.69;6
9.37;0.372;0;1.4;0.01;1;59.8;0.99533;3.38;0.64;9.97;6
10.41;0.839;0.239;1.97;0.116;30.9;6;0.9965;3.12;0.56;10.83;6
7.65;0.466;0.416;3.35;0.084;14.0;63.6;0.99467;3.51;0.65;11.23;6
8.89;0.789;0.15;1.5;0.097;19.6;15.2;0.99468;3.19;0.82;10.03;6
9.57;0.188;0.072;0.9;0.037;2.1;45.2;0.99385;3.33;0.33;11.52;5
9.45;0.577;0.026;1.35;0.041;24.0;80.3;0.9958;3.56;0.83;9.52;6
11.0;0.178;0.34;2.11;0.132;1;56.1;0.99996;3.34;0.48;8.4;5
6.59;0.499;0.242;1.78;0.077;8.5;18.4;0.99322;3.47;0.59;9.91;5
3.11;0.307;0.306;4.45;0.055;29.6;86.4;0.99519;3.46;0.54;9.66;4
6.46;0.589;0.129;3.84;0.088;3.0;73.1;1.00077;3.27;0.49;9.96;4
9.34;0.23;0.002;3.87;0.062;14.2;38.7;0.99599;3.12;0.59;9.57;7
10.35;0.575;0.509;2.77;0.067;26.4;6;0.99706;3.03;0.6;11.31;7
10.76;0.765;0.303;1.14;0.124;27.1;55.8;0.99304;3.26;1.02;11.66;5
5.72;0.527;0.262;1.7;0.038;1;6;0.99146;3.66;1.01;12.42;5
8.53;0.598;0.361;4.36;0.126;1;124.8;0.99743;3.27;0.7;10.16;6
7.75;0.791;0.408;3.9;0.103;22.4;88.1;0.99754;3.5;0.49;10.8;5
8.17;0.401;0.263;2.8;0.036;16.2;42.6;0.99781;3.27;0.48;11.11;6
9.68;0.412;0.045;1.54;0.137;33.6;83.0;0.99614;3.03;1.0;9.29;7
4.62;0.36;0.571;3.54;0.196;19.4;34.8;0.99538;3.41;0.64;9.98;5
8.53;0.681;0.195;3.4;0.074;25.0;29.7;0.99244;3.38;0.55;10.58;8
10.51;0.378;0.37;2.94;0.063;20.9;6;0.99837;3.44;0.64;9.1;7
8.76;0.444;0.357;0.9;0.119;7.3;38.6;0.99415;3.17;0.77;11.65;5
9.27;0.414;0.608;3.23;0.052;19.5;80.6;0.99738;3.19;0.37;9.36;7
9.6;0.772;0.095;0.9;0.087;19.4;39.9;0.99807;3.12;0.92;8.85;6
8.7;0.453;0.35;4.14;0.115;14.8;6;0.99582;3.06;0.67;9.81;5
7.53;0.696;0;0.9;0.063;19.6;29.7;0.99601;3.19;0.78;10.56;6
8.68;0.517;0.326;0.9;0.077;5.0;6;0.99115;3.08;0.73;8.4;5
10.68;0.268;0.456;4.05;0.153;15.4;48.1;0.99593;3.29;0.72;9.85;6
7.84;0.621;0.556;2.44;0.083;14.3;6;1.0016;3.53;0.56;9.91;5
8.88;0.281;0;4.19;0.114;10.9;75.8;0.99424;3.37;0.88;10.77;6
8.11;0.717;0.148;1.8;0.079;15.3;84.3;1.00006;3.44;0.69;11.85;6
8.82;0.409;0.068;4.42;0.077;11.4;9.9;0.99644;3.39;0.77;9.77;6
5.88;0.508;0.177;1.62;0.031;19.8;6;0.99761;3.51;0.52;9.48;5
8.91;0.671;0.152;1.82;0.107;17.7;6;0.99929;3.34;0.61;12.26;7
10.57;0.625;0.489;2.27;0.042;13.8;73.5;0.99885;3.47;0.56;10.3;6
7.33;0.426;0.495;0.9;0.09;19.1;7.2;0.99667;3.3;0.5;9.15;6
6.5;0.731;0.478;1.14;0.14;2.9;6;0.99865;3.23;0.82;11.97;5
8.94;0.617;0.2;2.48;0.01;15.1;67.2;0.99461;3.28;0.58;10.78;6
7.47;0.453;0.28;6.01;0.056;1;79.6;0.99395;3.36;0.55;11.67;7
7.52;0.452;0.231;1.63;0.108;6.6;6;0.99795;3.55;0.59;8.4;5
9.95;0.466;0.384;2.37;0.118;13.4;36.2;0.99506;3.13;0.5;12.12;7
10.39;0.75;0.455;2.32;0.095;8.2;14.9;1.00117;3.21;0.63;10.35;5
5.7;0.548;0.331;1.64;0.11;29.7;82.5;0.99865;3.11;0.64;10.89;6
7.94;0.471;0.276;0.9;0.077;8.7;33.6;1.00023;3.38;0.69;11.31;5
6.84;0.573;0.228;3.13;0.081;6.0;92.3;0.9944;3.02;0.71;9.64;5
8.12;0.56;0.223;3.61;0.078;25.1;6;0.99613;3.25;0.94;9.84;4
7.15;0.685;0;0.9;0.132;25.6;35.0;0.99681;3.3;0.57;9.58;5
8.51;0.65;0.078;3.35;0.053;18.8;61.7;0.99502;3.55;0.72;9.37;5
6.97;0.804;0;2.44;0.039;19.4;40.5;0.9978;3.17;0.67;9.5;6
10.76;0.369;0.226;0.9;0.023;18.5;18.9;0.99609;3.1;0.7;10.93;7
12.18;0.276;0.347;1.16;0.074;20.8;86.8;0.99353;3.58;0.74;9.88;6
9.22;0.578;0.746;4.5;0.158;30.4;6;0.99787;3.01;0.67;10.47;5
9.47;0.553;0.108;1.21;0.096;20.3;25.4;1.0002;3.16;0.63;8.4;6
5.39;0.176;0.271;3.54;0.085;1.7;61.2;0.99237;3.45;0.6;9.94;4
6.92;0.688;0.262;1.69;0.065;21.1;85.3;0.9961;3.34;0.56;8.52;6
7.46;0.551;0.334;2.78;0.112;16.5;43.2;0.99642;3.37;0.64;10.52;5
8.36;0.667;0.432;4.43;0.077;16.4;65.4;0.99855;3.24;0.65;8.61;7
9.15;0.37;0.291;2.51;0.042;7.5;19.3;0.99396;3.52;0.8;10.08;6
5.32;0.506;0.169;1.18;0.135;8.0;42.3;0.99482;3.22;0.63;9.92;6
8.65;0.78;0.382;3.33;0.165;12.6;6;0.99393;2.98;1.03;9.76;5
9.39;0.736;0.03;1.75;0.082;1;97.8;0.99585;3.38;0.42;9.1;5
7.05;0.401;0.226;3.57;0.146;13.6;22.9;0.99314;3.16;0.72;11.72;5
6.57;0.63;0.079;0.9;0.111;10.9;56.2;0.99523;3.5;0.58;10.36;6
9.65;0.566;0.012;2.4;0.058;1;66.6;0.99801;3.18;0.7;11.03;5
9.55;0.573;0.444;1.62;0.033;13.8;75.5;0.99813;3.42;0.57;9.22;7
7.25;0.531;0.378;3.44;0.014;31.0;80.4;0.99402;3.47;0.8;9.4;5
9.34;0.432;0.025;1.9;0.178;7.8;7.7;0.99644;3.18;0.59;10.85;6
11.09;0.377;0.434;3.34;0.148;12.9;53.7;0.99836;3.09;0.95;10.39;5
8.06;0.677;0.512;1.59;0.124;1;32.3;0.99629;3.58;0.79;10.8;6
9.34;0.818;0.043;3.33;0.091;1;19.8;0.99638;3.11;0.64;10.61;5
5.81;0.563;0.258;1.62;0.063;11.4;80.6;0.99676;3.21;0.68;10.03;7
7.89;0.562;0.317;3.01;0.109;17.3;62.4;0.99556;3.09;0.47;10.72;6
10.56;0.608;0.268;1.93;0.123;22.8;60.7;0.99757;3.49;0.85;8.8;6
9.24;0.798;0.125;3.39;0.074;3.8;9.3;0.99911;3.36;0.52;10.83;6
7.3;0.359;0.518;0.9;0.091;11.0;48.9;0.99516;3.41;0.74;10.82;6
5.76;0.631;0.403;4.62;0.091;21.8;44.4;0.99647;3.39;0.78;9.21;6
5.27;0.877;0.205;0.9;0.158;22.8;13.1;0.99386;3.36;0.9;9.96;6
7.8;0.494;0.271;5.58;0.158;22.0;64.4;0.99511;3.38;0.58;11.33;5
9.39;0.47;0.716;3.11;0.149;4.1;145.1;0.99763;3.46;0.58;10.01;5
9.11;0.464;0.272;2.13;0.077;10.6;6;0.99327;3.44;0.78;10.53;5
7.83;0.783;0.411;1.79;0.08;36.7;69.9;0.99415;3.24;0.56;10.2;5
6.94;0.703;0.456;3.74;0.061;1;48.1;0.99554;3.2;0.77;9.85;5
5.87;0.622;0.453;2.52;0.061;18.8;47.4;0.99887;3.54;0.86;10.41;5
10.18;0.237;0.16;3.04;0.033;18.2;48.3;0.99956;3.17;0.58;10.26;5
8.38;0.449;0.39;3.99;0.032;12.4;65.2;0.99408;3.23;0.69;12.1;7
8.85;0.47;0.067;2.68;0.1;8.3;53.7;0.99537;3.34;0.7;10.58;7
6.94;0.697;0.244;3.72;0.096;9.7;44.4;0.99629;3.22;0.62;9.13;5
7.9;0.357;0.36;2.53;0.099;16.7;48.8;0.99759;3.53;0.74;9.91;5
10.04;0.164;0.135;2.94;0.044;19.9;52.4;0.99601;3.15;0.55;11.23;6
5.96;1.02;0.376;1.32;0.115;12.4;73.8;0.994;3.17;0.67;10.09;6
7.87;0.447;0.269;2.82;0.052;4.4;6;0.99547;3.53;0.77;10.52;6
4.89;0.525;0.285;2.56;0.25;32.7;69.6;0.99922;3.37;0.35;10.4;5
9.88;0.234;0.442;1.93;0.01;1;15.9;0.9946;3.38;0.87;9.64;5
5.39;0.387;0.215;1.37;0.111;21.8;59.9;0.99656;3.36;0.53;10.53;5
9.02;0.668;0.397;4.64;0.155;12.7;10.5;0.99529;3.74;0.36;10.25;6
8.42;0.619;0.209;0.9;0.146;14.6;40.0;0.99446;3.35;0.75;9.21;5
8.82;0.559;0.423;4.29;0.17;19.1;36.3;0.99609;3.64;0.49;12.22;5
7.24;0.407;0;0.9;0.06;29.5;8.6;0.99569;3.34;1.01;12.31;7
8.06;0.305;0;0.9;0.137;10.4;72.1;0.9933;3.66;0.59;11.14;5
7.41;0.537;0.062;3.51;0.057;1;40.3;0.99485;3.24;0.48;10.37;4
9.81;0.818;0.266;2.98;0.034;17.8;99.1;0.99873;3.39;0.52;11.66;5
9.51;0.482;0.206;4.16;0.17;9.5;7.4;0.99736;3.11;0.33;11.49;5
8.06;0.349;0.535;1.81;0.127;3.2;55.8;0.99687;3.16;0.87;10.32;6
11.39;0.378;0.352;5.45;0.115;11.8;30.5;0.99584;3.63;0.58;9.15;5
7.73;0.587;0.497;1.76;0.131;4.0;33.3;0.99577;3.11;0.39;11.91;5
7.11;0.39;0.151;2.55;0.124;14.1;41.6;0.99513;3.35;0.68;10.48;6
9.09;0.587;0.447;2.38;0.093;1;12.2;0.99802;3.44;0.8;8.73;5
6.95;0.31;0.219;0.9;0.086;20.0;34.2;0.99658;3.49;0.94;10.31;5
6.69;0.44;0.221;2.18;0.077;22.8;67.5;0.99448;3.32;0.39;9.29;6
10.6;0.785;0;4.1;0.034;21.5;60.8;0.99594;2.99;0.4;12.95;5
8.26;0.756;0.412;3.25;0.092;13.9;82.7;1.00027;3.29;0.8;10.76;5
9.03;0.508;0.314;2.95;0.123;29.2;54.0;0.99614;3.34;0.66;9.19;7
8.27;0.217;0.373;3.32;0.011;11.7;18.2;0.99495;3.55;0.58;11.21;6
6.88;0.587;0.314;2.32;0.143;34.3;44.8;0.99812;3.13;0.87;9.69;7
6.01;0.456;0;1.93;0.088;44.3;10.2;0.99831;2.98;0.8;9.74;7
9.34;0.665;0.363;2.45;0.128;13.2;33.0;0.9944;3.15;0.63;10.08;6
6.69;0.551;0.209;1.23;0.072;6.7;58.5;0.99703;3.29;0.6;11.08;6
6.44;0.57;0.149;1.97;0.131;14.5;30.0;0.99523;3.3;0.62;10.68;6
10.55;0.6;0.177;1.57;0.125;25.6;28.4;0.99612;3.27;0.82;8.9;6
10.78;0.513;0.028;1.02;0.109;33.4;64.4;0.99668;3.34;0.69;9.53;5
6.4;0.755;0.055;5.05;0.013;8.0;36.1;0.99825;3.36;0.95;10.51;5
7.92;0.635;0.127;3.41;0.01;20.1;6;0.99749;3.46;0.64;10.08;5
7.12;0.74;0.278;3.0;0.063;1.1;57.8;0.99773;3.37;0.78;12.28;5
7.61;0.731;0.072;1.13;0.095;17.1;6;0.99601;3.36;0.78;11.93;5
5.07;0.873;0;2.47;0.032;13.2;37.6;0.99713;3.34;0.19;11.63;6
8.51;0.302;0.452;3.28;0.086;20.4;32.1;0.99296;3.1;0.38;11.07;4
8.93;0.342;0.465;2.49;0.085;22.1;51.4;0.996;3.27;0.28;11.66;5
9.02;0.54;0.054;2.72;0.13;7.1;29.3;0.99671;3.26;0.23;9.46;6
7.4;0.631;0.107;2.43;0.13;25.2;46.8;0.99445;3.42;0.55;10.46;5
4.06;0.441;0.09;2.08;0.129;10.4;22.0;0.99747;3.39;0.72;10.06;7
9.88;0.761;0;3.32;0.029;4.6;95.8;0.99629;3.1;0.44;11.41;6
9.27;0.539;0.129;2.0;0.152;15.3;8.4;1.00045;3.37;0.5;10.07;5
10.09;0.617;0.208;0.9;0.171;23.4;21.0;0.99553;3.31;0.71;9.7;4
10.49;0.279;0.057;2.83;0.161;10.0;46.1;0.99572;3.23;0.86;8.62;4
10.5;0.247;0.343;0.9;0.013;14.3;16.8;0.99801;3.23;1.02;10.96;5
6.98;0.517;0.694;3.6;0.077;1;73.5;0.99728;3.49;0.62;10.72;6
8.87;0.802;0.238;2.46;0.056;1;61.7;0.99401;3.32;0.89;11.13;6
9.85;0.333;0;2.31;0.01;5.8;32.1;0.99474;3.21;0.86;12.27;6
13.42;0.739;0.171;4.24;0.123;24.7;41.0;0.99875;3.41;0.78;10.87;6
8.49;0.283;0.088;1.75;0.111;13.3;117.3;0.99805;3.12;0.57;10.07;5
7.58;0.492;0.816;1.92;0.057;5.5;6;0.9989;3.5;0.58;11.7;6
8.1;0.752;0.346;3.3;0.074;29.8;88.2;0.99807;3.32;0.68;10.3;6
6.92;0.653;0.583;4.58;0.021;15.1;26.6;0.99456;3.37;0.47;10.3;5
8.49;0.478;0.446;2.88;0.05;22.5;34.5;0.99258;3.19;0.51;9.18;5
7.78;0.523;0.073;2.7;0.088;1;32.8;0.99573;3.2;0.98;8.7;6
6.58;0.644;0.297;2.58;0.078;21.3;17.7;0.99745;3.44;0.82;8.4;7
6.73;0.425;0.304;2.67;0.068;5.5;94.6;0.99621;3.25;0.69;11.96;7
8.53;0.504;0.347;4.82;0.135;23.3;45.5;0.99601;3.58;0.58;10.29;6
10.38;0.414;0.3;0.97;0.079;15.6;54.5;0.99352;3.13;0.75;10.26;6
9.24;0.298;0.161;3.58;0.141;18.7;7.1;0.99435;3.26;0.42;10.23;5
5.73;0.477;0.06;0.9;0.098;17.0;57.8;0.9948;3.12;0.91;8.4;4
6.75;0.449;0.215;3.25;0.078;28.9;8.5;0.99437;3.54;0.51;9.39;6
8.44;0.556;0.509;2.29;0.2;16.8;71.7;0.9956;3.35;0.71;9.48;5
8.7;0.72;0.214;0.9;0.107;13.2;30.7;0.99595;3.51;0.67;9.95;6
9.44;0.331;0.221;4.44;0.01;2.3;27.6;0.99717;3.54;0.97;9.7;5
10.32;0.666;0;3.49;0.068;14.9;20.7;0.99909;3.52;0.58;11.15;6
9.1;0.391;0.288;1.82;0.102;11.1;64.1;0.99519;3.43;0.42;12.15;5
8.64;0.196;0.526;3.7;0.058;26.9;35.3;0.99695;3.39;0.77;9.43;5
9.48;0.724;0.127;4.53;0.088;14.8;80.3;0.99792;3.58;0.55;11.09;6
10.75;0.533;0.373;1.31;0.11;37.6;16.3;0.99721;3.17;0.6;10.46;5
5.83;0.42;0.349;2.34;0.01;3.1;6;0.99436;3.37;0.6;10.6;5
7.64;0.851;0.46;2.5;0.053;23.5;6;0.99903;3.38;0.67;10.68;5
6.95;0.593;0.745;2.87;0.084;32.1;60.4;0.99664;3.04;0.65;9.54;5
7.73;0.564;0.173;1.1;0.065;4.5;22.8;0.998;3.19;0.75;11.03;7
8.5;0.342;0.218;0.9;0.102;3.7;70.0;0.99837;3.4;0.37;12.42;6
10.18;0.652;0.333;3.8;0.099;2.6;29.4;0.99691;3.41;0.52;10.6;7
8.91;0.243;0.056;3.19;0.113;10.6;59.5;0.99591;3.16;0.63;10.23;4
10.48;0.42;0.324;0.9;0.045;37.9;44.9;0.99874;3.23;0.23;9.6;5
8.86;0.929;0.349;0.9;0.115;7.2;53.1;0.99715;3.23;0.82;9.61;5
8.8;0.367;0.474;1.73;0.123;10.2;59.9;0.99815;3.57;0.48;9.68;5
8.4;0.442;0;2.63;0.079;1;6;0.99435;3.36;0.7;11.92;7
10.1;0.963;0.582;3.79;0.092;8.9;122.0;0.99644;3.26;0.63;9.8;4
7.98;0.357;0.306;5.13;0.153;9.2;64.3;0.99729;3.37;0.66;11.18;5
9.72;0.59;0.034;2.88;0.075;21.8;75.1;0.99833;2.99;0.73;10.67;5
8.11;0.415;0.628;0.9;0.047;2.7;43.7;0.99939;3.28;0.63;9.88;6
12.58;0.553;0;3.42;0.044;1;22.6;0.99604;3.11;0.63;10.61;5
8.32;0.461;0.459;2.63;0.15;12.0;102.1;0.99608;3.55;0.68;10.35;5
8.26;0.868;0.121;1.03;0.111;10.3;6;0.99888;3.39;0.4;8.74;7
9.89;0.517;0;0.9;0.13;13.4;48.0;0.99528;3.17;0.81;11.03;5
9.63;0.959;0.448;0.9;0.061;9.4;20.4;0.99291;3.46;0.68;10.09;6
7.91;0.326;0.552;3.13;0.09;27.8;41.2;0.99955;3.23;0.24;9.69;5
6.39;0.123;0.032;1.83;0.111;28.0;47.1;0.99406;3.52;0.74;11.22;5
6.13;0.276;0.388;2.97;0.061;21.4;63.3;0.99598;3.46;0.79;10.57;5
8.89;0.792;0.173;4.01;0.154;8.6;107.0;0.99951;3.42;0.71;10.48;7
6.01;0.655;0.258;2.66;0.092;2.9;80.1;0.99553;3.31;0.76;10.8;5
7.89;0.545;0.371;3.57;0.07;4.4;6;0.99856;3.23;0.67;8.4;6
10.21;0.505;0.505;0.9;0.141;23.2;17.7;0.99559;3.33;0.7;11.18;6
7.95;0.765;0.041;3.12;0.07;7.2;75.5;0.99857;3.39;0.62;10.47;6
10.21;0.528;0.417;3.24;0.126;30.0;26.7;0.99632;2.96;0.84;11.97;6
10.13;0.607;0.426;4.63;0.043;1;36.4;0.99621;3.08;0.49;9.96;6
7.12;0.525;0.104;3.83;0.142;22.7;25.4;0.99962;3.25;0.48;10.28;6
7.58;0.583;0.287;3.82;0.085;17.0;87.0;0.99763;3.11;0.7;11.74;5
10.26;0.451;0;1.05;0.1;7.9;74.0;0.99631;3.38;0.68;9.77;6
8.23;0.558;0.324;0.9;0.066;1.6;35.9;0.99742;3.22;0.61;9.89;5
7.98;0.732;0.246;3.5;0.14;28.7;30.8;0.99656;2.97;0.86;9.49;5
10.14;0.62;0.276;2.38;0.082;22.8;51.5;1.00094;3.42;0.62;9.71;5
7.9;0.32;0.328;1.95;0.112;10.4;44.5;0.99616;3.32;0.57;11.23;5
9.19;0.524;0.396;1.45;0.01;5.5;94.9;0.99713;3.6;0.5;10.69;7
10.1;0.654;0.319;2.94;0.115;16.8;18.7;0.99556;3.48;0.49;10.36;5
6.36;0.249;0.033;3.81;0.153;10.7;43.3;0.99703;3.19;0.81;8.95;6
9.89;0.6;0.399;4.09;0.097;9.2;74.4;0.99819;3.16;0.66;9.46;6
7.73;0.74;0;0.9;0.106;23.8;26.0;0.99536;2.97;0.83;11.07;5
7.37;0.644;0.196;4.87;0.085;31.1;13.9;0.99743;3.54;0.63;9.87;5
7.63;0.507;0.282;1.71;0.05;10.6;51.4;0.9972;3.38;0.72;10.06;5
9.05;0.627;0.182;2.95;0.107;7.4;17.8;0.99428;3.3;0.75;9.52;6
5.26;0.741;0.204;0.9;0.093;29.7;32.5;0.99642;2.96;0.73;11.05;5
8.63;0.459;0.038;1.28;0.084;22.9;33.6;0.99789;3.58;0.99;13.01;7
8.04;0.594;0.437;4.16;0.107;17.1;71.7;0.99773;3.58;0.7;9.68;5
10.03;0.225;0.079;2.28;0.034;27.7;21.2;0.99826;3.26;0.28;9.64;5
7.78;0.298;0.343;4.53;0.035;13.8;102.7;0.9989;3.18;0.81;10.09;5
6.97;0.675;0.388;1.44;0.144;10.0;6;0.99661;3.41;0.7;10.34;5
9.01;0.374;0.442;4.08;0.054;37.8;11.5;0.99811;3.24;0.79;10.93;6
7.05;0.437;0.501;1.86;0.015;28.0;73.3;1.00009;3.32;0.84;11.0;5
8.21;0.419;0;2.4;0.133;23.7;35.5;1.00141;3.3;0.53;9.27;5
11.63;0.269;0.335;1.45;0.071;24.1;44.3;0.99607;3.21;0.61;10.52;7
7.08;0.512;0.237;0.9;0.072;33.8;100.6;0.99856;3.0;0.71;10.84;5
7.59;0.503;0.411;2.07;0.112;24.1;72.6;0.99641;3.44;0.55;12.01;5
6.59;0.673;0.041;2.35;0.074;1;47.3;0.99812;3.5;0.67;10.2;6
9.35;0.175;0.328;1.64;0.038;19.8;17.0;0.9958;3.27;0.76;9.91;7
8.49;0.493;0.223;2.72;0.014;23.5;6;0.99732;3.29;0.8;9.97;6
8.03;0.481;0.378;2.67;0.105;10.7;66.1;0.99788;3.21;0.88;10.93;4
8.02;0.378;0.742;2.28;0.064;31.3;19.1;0.99407;3.27;1.12;12.18;7
8.69;0.64;0.143;1.63;0.133;30.8;70.0;0.99941;3.23;0.59;10.11;6
4.93;0.367;0.522;3.82;0.078;27.9;16.5;0.99702;3.42;0.78;11.76;6
5.8;0.625;0.355;4.13;0.085;15.5;22.1;0.99833;3.2;0.32;11.34;5
5.67;0.555;0.468;0.9;0.081;11.4;49.2;1.00165;3.44;0.76;10.61;6
8.53;0.438;0.158;2.51;0.115;7.7;77.6;0.99798;3.35;0.72;8.8;7
4.93;0.607;0.75;1.67;0.027;17.7;59.5;0.99848;3.13;0.76;9.46;6
8.06;0.883;0.31;0.96;0.052;31.5;61.8;0.99766;3.42;0.64;10.2;7
7.39;0.715;0.16;0.97;0.028;6.5;155.2;0.99341;3.7;0.8;9.34;6
6.97;0.291;0.346;1.86;0.133;13.1;6;0.99916;2.95;0.3;10.8;7
10.79;0.546;0.675;2.94;0.035;17.0;34.8;0.9953;3.16;0.62;12.03;6
9.33;0.608;0.105;2.65;0.158;1;53.1;0.99396;3.3;0.68;10.02;5
7.29;0.477;0.308;2.99;0.019;18.4;107.7;0.99491;3.33;0.91;11.09;6
9.78;0.571;0;1.48;0.151;9.9;22.9;0.99818;3.3;0.59;8.4;5
6.75;0.497;0.285;3.1;0.079;13.3;6;0.9971;3.44;0.5;10.13;5
8.26;0.528;0.365;3.36;0.062;18.3;92.2;0.99695;3.27;0.6;10.36;5
7.57;0.745;0.18;2.56;0.037;25.9;35.5;0.99401;3.27;0.48;11.19;6
8.54;0.633;0.052;2.64;0.143;22.7;48.7;0.9957;3.18;0.45;13.08;6
9.1;0.744;0.217;0.9;0.096;3.8;96.9;1.00086;3.17;0.51;8.4;6
8.01;0.61;0.543;3.86;0.073;21.8;93.5;0.99589;3.36;0.42;10.65;5
9.14;0.576;0.32;3.87;0.019;5.7;49.2;0.99914;3.3;0.29;11.08;6
8.3;0.518;0.056;3.4;0.055;21.4;28.6;0.99495;3.15;0.79;8.4;7
6.14;0.808;0.456;1.56;0.116;14.9;38.4;0.99701;3.28;0.53;10.97;6
7.85;0.536;0.235;0.9;0.027;10.1;81.0;0.99623;3.48;0.81;10.08;6
7.55;0.548;0.397;1.9;0.028;14.6;26.2;0.99604;3.38;0.75;11.36;5
6.74;1.034;0.429;0.99;0.144;8.5;6.7;0.9958;3.23;0.8;11.4;5
7.48;0.479;0.432;2.32;0.188;31.2;21.3;0.99618;3.42;0.98;11.43;6
5.16;0.779;0.001;1.29;0.09;32.2;63.0;0.99551;3.2;0.69;12.03;5
5.9;0.26;0.224;1.55;0.037;17.9;54.6;0.99576;3.45;0.51;9.67;7
10.9;0.507;0;2.04;0.01;13.0;43.4;0.99813;3.33;0.67;11.52;5
6.92;0.495;0.182;2.12;0.089;5.5;108.9;0.99547;3.3;0.45;9.05;5
6.04;0.568;0.332;1.97;0.087;19.0;40.3;0.99869;3.19;1.03;11.3;6
10.24;0.571;0.176;2.43;0.043;19.3;58.7;0.99649;3.14;0.87;8.76;6
7.38;0.461;0.038;1.56;0.152;1;13.7;0.99601;3.43;0.3;8.43;5
